Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;MA;SAO LUIS;SUPER GAMES COMERCIAL LTDA; 10.352.227/0001-50;AVENIDA DOS HOLANDESES;200;LOJA  01/PIT SHOPPING;OLHO D'AGUA;65065-180;GASOLINA;07/01/2009;2,629;2,2233;R$ / litro;RAIZEN
NE;MA;SAO LUIS;SUPER GAMES COMERCIAL LTDA; 10.352.227/0001-50;AVENIDA DOS HOLANDESES;200;LOJA  01/PIT SHOPPING;OLHO D'AGUA;65065-180;ETANOL;07/01/2009;1,799;1,4444;R$ / litro;RAIZEN
NE;MA;SAO LUIS;SUPER GAMES COMERCIAL LTDA; 10.352.227/0001-50;AVENIDA DOS HOLANDESES;200;LOJA  01/PIT SHOPPING;OLHO D'AGUA;65065-180;DIESEL;07/01/2009;2,14;1,9725;R$ / litro;RAIZEN
NE;MA;SAO LUIS;POSTO PINGUIM LTDA - ME; 07.521.677/0001-14;AVENIDA SANTOS DUMONT;66;A;SAO CRISTOVAO;65046-660;GASOLINA;07/01/2009;2,59;2,2033;R$ / litro;SATELITE
NE;MA;SAO LUIS;POSTO PINGUIM LTDA - ME; 07.521.677/0001-14;AVENIDA SANTOS DUMONT;66;A;SAO CRISTOVAO;65046-660;ETANOL;07/01/2009;1,57;;R$ / litro;SATELITE
NE;MA;SAO LUIS;POSTO PINGUIM LTDA - ME; 07.521.677/0001-14;AVENIDA SANTOS DUMONT;66;A;SAO CRISTOVAO;65046-660;DIESEL;07/01/2009;1,98;1,9113;R$ / litro;SATELITE
NE;MA;SAO LUIS;TRANSOLEO COMERCIO E SERVICOS LTDA - EPP; 06.991.228/0001-77;AVENIDA JERONIMO DE ALBUQUERQUE;14;;CRUZEIRO DO ANIL;65051-210;GASOLINA;06/01/2009;2,6;2,2189;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;SAO LUIS;TRANSOLEO COMERCIO E SERVICOS LTDA - EPP; 06.991.228/0001-77;AVENIDA JERONIMO DE ALBUQUERQUE;14;;CRUZEIRO DO ANIL;65051-210;ETANOL;06/01/2009;1,74;1,4631;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;SAO LUIS;TRANSOLEO COMERCIO E SERVICOS LTDA - EPP; 06.991.228/0001-77;AVENIDA JERONIMO DE ALBUQUERQUE;14;;CRUZEIRO DO ANIL;65051-210;DIESEL;06/01/2009;2,12;1,9567;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;SAO LUIS;COMERCIAL DE POSTOS LTDA; 06.700.355/0001-70;AVENIDA GUAXENDUBA;1034;;FATIMA;65040-650;GASOLINA;06/01/2009;2,83;2,2362;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;SAO LUIS;COMERCIAL DE POSTOS LTDA; 06.700.355/0001-70;AVENIDA GUAXENDUBA;1034;;FATIMA;65040-650;ETANOL;06/01/2009;1,953;1,5111;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;SAO LUIS;COMERCIAL DE POSTOS LTDA; 06.700.355/0001-70;AVENIDA GUAXENDUBA;1034;;FATIMA;65040-650;DIESEL;06/01/2009;2,182;1,9583;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;SAO LUIS;COMERCIAL DE POSTOS LTDA; 06.700.355/0002-50;AVENIDA GUAJAJARAS;1999;;PARQUE UNIVERSITÁRIO;65055-710;GASOLINA;07/01/2009;2,62;;R$ / litro;CBPI
NE;MA;SAO LUIS;COMERCIAL DE POSTOS LTDA; 06.700.355/0002-50;AVENIDA GUAJAJARAS;1999;;PARQUE UNIVERSITÁRIO;65055-710;ETANOL;07/01/2009;1,75;;R$ / litro;CBPI
NE;MA;SAO LUIS;COMERCIAL DE POSTOS LTDA; 06.700.355/0002-50;AVENIDA GUAJAJARAS;1999;;PARQUE UNIVERSITÁRIO;65055-710;DIESEL;07/01/2009;2,09;;R$ / litro;CBPI
NE;MA;SAO LUIS;COMERCIAL PETROMAR LTDA; 06.302.616/0001-01;AVENIDA PRESIDENTE KENNEDY;SN;;CENTRO;65025-001;GASOLINA;07/01/2009;2,639;2,1927;R$ / litro;IPIRANGA
NE;MA;SAO LUIS;COMERCIAL PETROMAR LTDA; 06.302.616/0001-01;AVENIDA PRESIDENTE KENNEDY;SN;;CENTRO;65025-001;ETANOL;07/01/2009;1,59;1,3592;R$ / litro;IPIRANGA
NE;MA;SAO LUIS;COMERCIAL PETROMAR LTDA; 06.302.616/0001-01;AVENIDA PRESIDENTE KENNEDY;SN;;CENTRO;65025-001;DIESEL;07/01/2009;2,089;1,9277;R$ / litro;IPIRANGA
NE;MA;SAO LUIS;POSTO RENASCENÇA LTDA; 06.043.061/0001-12;RUA NASCIMENTO DE MORAES;806;;SÃO FRANCISCO;65076-320;GASOLINA;07/01/2009;2,699;2,2587;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;SAO LUIS;POSTO RENASCENÇA LTDA; 06.043.061/0001-12;RUA NASCIMENTO DE MORAES;806;;SÃO FRANCISCO;65076-320;ETANOL;07/01/2009;1,899;1,4587;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;SAO LUIS;POSTO RENASCENÇA LTDA; 06.043.061/0001-12;RUA NASCIMENTO DE MORAES;806;;SÃO FRANCISCO;65076-320;DIESEL;07/01/2009;2,199;1,9528;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;SAO LUIS;M G COMERCIO DE COMBUSTIVEIS LTDA - ME; 05.035.297/0001-44;AVENIDA SAO LUIS REI DE FRANCA;48;;TURU;65099-110;GASOLINA;06/01/2009;2,6;;R$ / litro;BRANCA
NE;MA;SAO LUIS;M G COMERCIO DE COMBUSTIVEIS LTDA - ME; 05.035.297/0001-44;AVENIDA SAO LUIS REI DE FRANCA;48;;TURU;65099-110;ETANOL;06/01/2009;1,59;;R$ / litro;BRANCA
NE;MA;SAO LUIS;M G COMERCIO DE COMBUSTIVEIS LTDA - ME; 05.035.297/0001-44;AVENIDA SAO LUIS REI DE FRANCA;48;;TURU;65099-110;DIESEL;06/01/2009;2,08;;R$ / litro;BRANCA
NE;MA;SAO LUIS;AUTO POSTO ANGELIM EIRELI; 04.583.253/0001-96;AVENIDA JERONIMO DE ALBUQUERQUE;1000;;ANGELIM;65099-110;GASOLINA;06/01/2009;2,619;2,213;R$ / litro;RAIZEN
NE;MA;SAO LUIS;AUTO POSTO ANGELIM EIRELI; 04.583.253/0001-96;AVENIDA JERONIMO DE ALBUQUERQUE;1000;;ANGELIM;65099-110;ETANOL;06/01/2009;1,699;1,417;R$ / litro;RAIZEN
NE;MA;SAO LUIS;AUTO POSTO ANGELIM EIRELI; 04.583.253/0001-96;AVENIDA JERONIMO DE ALBUQUERQUE;1000;;ANGELIM;65099-110;DIESEL;06/01/2009;2,089;1,9033;R$ / litro;RAIZEN
NE;MA;SAO LUIS;POSTO DE SERVICOS J. M. LTDA.; 03.778.534/0001-31;AVENIDA DOS AFRICANOS;S/N;;FILIPINHO;65031-410;GASOLINA;06/01/2009;2,6;;R$ / litro;BRANCA
NE;MA;SAO LUIS;POSTO DE SERVICOS J. M. LTDA.; 03.778.534/0001-31;AVENIDA DOS AFRICANOS;S/N;;FILIPINHO;65031-410;ETANOL;06/01/2009;1,58;;R$ / litro;BRANCA
NE;MA;SAO LUIS;POSTO DE SERVICOS J. M. LTDA.; 03.778.534/0001-31;AVENIDA DOS AFRICANOS;S/N;;FILIPINHO;65031-410;DIESEL;06/01/2009;1,99;;R$ / litro;BRANCA
NE;MA;SAO LUIS;POSTO DE SERVICOS J. M. LTDA.; 03.778.534/0002-12;AVENIDA CASEMIRO JUNIOR;200;A;ANIL;65045-180;GASOLINA;07/01/2009;2,6;2,198;R$ / litro;BRANCA
NE;MA;SAO LUIS;POSTO DE SERVICOS J. M. LTDA.; 03.778.534/0002-12;AVENIDA CASEMIRO JUNIOR;200;A;ANIL;65045-180;ETANOL;07/01/2009;1,58;1,4064;R$ / litro;BRANCA
NE;MA;SAO LUIS;POSTO DE SERVICOS J. M. LTDA.; 03.778.534/0002-12;AVENIDA CASEMIRO JUNIOR;200;A;ANIL;65045-180;DIESEL;07/01/2009;1,99;;R$ / litro;BRANCA
NE;MA;SAO LUIS;PIT STOP DERIVADOS DE PETROLEO LTDA; 03.001.934/0001-36;AVENIDA EDSON BRANDAO;10;;ANIL;65045-380;GASOLINA;07/01/2009;2,59;2,2126;R$ / litro;RAIZEN
NE;MA;SAO LUIS;PIT STOP DERIVADOS DE PETROLEO LTDA; 03.001.934/0001-36;AVENIDA EDSON BRANDAO;10;;ANIL;65045-380;ETANOL;07/01/2009;1,57;1,4108;R$ / litro;RAIZEN
NE;MA;SAO LUIS;PIT STOP DERIVADOS DE PETROLEO LTDA; 03.001.934/0001-36;AVENIDA EDSON BRANDAO;10;;ANIL;65045-380;DIESEL;07/01/2009;1,98;1,9051;R$ / litro;RAIZEN
NE;MA;SAO LUIS;J C PETROLEO LTDA; 02.325.800/0001-08;AVENIDA DOS HOLANDESES QUADRA 34;44385;LOJA 12;CALHAU;65066-170;GASOLINA;07/01/2009;2,644;2,2937;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;SAO LUIS;J C PETROLEO LTDA; 02.325.800/0001-08;AVENIDA DOS HOLANDESES QUADRA 34;44385;LOJA 12;CALHAU;65066-170;ETANOL;07/01/2009;1,694;1,4631;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;SAO LUIS;J C PETROLEO LTDA; 02.325.800/0001-08;AVENIDA DOS HOLANDESES QUADRA 34;44385;LOJA 12;CALHAU;65066-170;DIESEL;07/01/2009;2,194;1,9567;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;SAO LUIS;POSTO CONFIANÇA LTDA.; 02.286.167/0001-96;AVENIDA DOS FRANCESESS;25;0;TIRIRICAL;65036-280;GASOLINA;07/01/2009;2,609;2,1983;R$ / litro;RAIZEN
NE;MA;SAO LUIS;POSTO CONFIANÇA LTDA.; 02.286.167/0001-96;AVENIDA DOS FRANCESESS;25;0;TIRIRICAL;65036-280;ETANOL;07/01/2009;1,599;1,4063;R$ / litro;RAIZEN
NE;MA;SAO LUIS;POSTO CONFIANÇA LTDA.; 02.286.167/0001-96;AVENIDA DOS FRANCESESS;25;0;TIRIRICAL;65036-280;DIESEL;07/01/2009;2,01;1,9045;R$ / litro;RAIZEN
NE;MA;SAO LUIS;NEWS SHOPPING PONTA DAREIA LTDA; 01.861.510/0001-16;AVENIDA DOS HOLANDESES;SN;QDA 22,LOTE 01;PONTA DAREIA;65099-110;GASOLINA;06/01/2009;2,62;;R$ / litro;COSAN LUBRIFICANTES
NE;MA;SAO LUIS;NEWS SHOPPING PONTA DAREIA LTDA; 01.861.510/0001-16;AVENIDA DOS HOLANDESES;SN;QDA 22,LOTE 01;PONTA DAREIA;65099-110;ETANOL;06/01/2009;1,67;;R$ / litro;COSAN LUBRIFICANTES
NE;MA;SAO LUIS;NEWS SHOPPING PONTA DAREIA LTDA; 01.861.510/0001-16;AVENIDA DOS HOLANDESES;SN;QDA 22,LOTE 01;PONTA DAREIA;65099-110;DIESEL;06/01/2009;2,08;;R$ / litro;COSAN LUBRIFICANTES
NE;MA;SAO LUIS;ALCANTARA DERIVADOS DE PETROLEO E SERVIÇOS LTDA; 00.987.726/0002-40;AVENIDA GETULIO VARGAS;2145;;MONTE CASTELO;65020-001;GASOLINA;07/01/2009;2,6;2,1614;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;SAO LUIS;ALCANTARA DERIVADOS DE PETROLEO E SERVIÇOS LTDA; 00.987.726/0002-40;AVENIDA GETULIO VARGAS;2145;;MONTE CASTELO;65020-001;ETANOL;07/01/2009;1,57;1,4618;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;SAO LUIS;ALCANTARA DERIVADOS DE PETROLEO E SERVIÇOS LTDA; 00.987.726/0002-40;AVENIDA GETULIO VARGAS;2145;;MONTE CASTELO;65020-001;DIESEL;07/01/2009;1,98;1,8885;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;SAO LUIS;CADILHE BRANDÃO & CIA LTDA.; 00.937.192/0001-67;RUA SÃO JOÃO;S/N;MERCADO CENTRAL;SÃO LUIS;65000-000;GASOLINA;06/01/2009;2,6;2,2015;R$ / litro;RAIZEN
NE;MA;SAO LUIS;CADILHE BRANDÃO & CIA LTDA.; 00.937.192/0001-67;RUA SÃO JOÃO;S/N;MERCADO CENTRAL;SÃO LUIS;65000-000;ETANOL;06/01/2009;1,57;;R$ / litro;RAIZEN
NE;MA;SAO LUIS;CADILHE BRANDÃO & CIA LTDA.; 00.937.192/0001-67;RUA SÃO JOÃO;S/N;MERCADO CENTRAL;SÃO LUIS;65000-000;DIESEL;06/01/2009;1,99;1,9244;R$ / litro;RAIZEN
NE;MA;SAO LUIS;J.P. DIESEL LTDA; 63.405.187/0008-08;RUA CAPITÃO TEIXEIRA;3;;SANTO ANTÔNIO;65040-200;GASOLINA;06/01/2009;2,59;;R$ / litro;CBPI
NE;MA;SAO LUIS;J.P. DIESEL LTDA; 63.405.187/0008-08;RUA CAPITÃO TEIXEIRA;3;;SANTO ANTÔNIO;65040-200;ETANOL;06/01/2009;1,699;;R$ / litro;CBPI
NE;MA;SAO LUIS;J.P. DIESEL LTDA; 63.405.187/0008-08;RUA CAPITÃO TEIXEIRA;3;;SANTO ANTÔNIO;65040-200;DIESEL;06/01/2009;2,01;;R$ / litro;CBPI
NE;MA;TIMON;POSTO SAO RAIMUNDO PETROLEO LTDA.; 08.164.334/0001-02;AVENIDA FRANCISCO CARLOS JANSEN;2025;;PARQUE SAO FRANCISCO;65631-240;GASOLINA;08/01/2009;2,62;2,2863;R$ / litro;RAIZEN
NE;MA;TIMON;POSTO SAO RAIMUNDO PETROLEO LTDA.; 08.164.334/0001-02;AVENIDA FRANCISCO CARLOS JANSEN;2025;;PARQUE SAO FRANCISCO;65631-240;ETANOL;08/01/2009;1,94;;R$ / litro;RAIZEN
NE;MA;TIMON;POSTO SAO RAIMUNDO PETROLEO LTDA.; 08.164.334/0001-02;AVENIDA FRANCISCO CARLOS JANSEN;2025;;PARQUE SAO FRANCISCO;65631-240;DIESEL;08/01/2009;2,1;1,9905;R$ / litro;RAIZEN
NE;MA;TIMON;MARIANO & MARIANO LTDA.; 06.539.268/0001-82;AVENIDA PRESIDENTE MÉDICI;2099;;FORMOSA;65636-010;GASOLINA;08/01/2009;2,62;2,2043;R$ / litro;ALESAT
NE;MA;TIMON;MARIANO & MARIANO LTDA.; 06.539.268/0001-82;AVENIDA PRESIDENTE MÉDICI;2099;;FORMOSA;65636-010;ETANOL;08/01/2009;1,94;1,543;R$ / litro;ALESAT
NE;MA;TIMON;MARIANO & MARIANO LTDA.; 06.539.268/0001-82;AVENIDA PRESIDENTE MÉDICI;2099;;FORMOSA;65636-010;DIESEL;08/01/2009;2,14;1,9147;R$ / litro;ALESAT
NE;MA;TIMON;PNEUGAS PNEUS E DERIVADOS DE PETROLEO LTDA; 23.604.994/0001-50;AVENIDA PRESIDENTE MEDICI;4159;;PARQ ALVORADA;65630-790;GASOLINA;08/01/2009;2,6;2,2685;R$ / litro;IPIRANGA
NE;MA;TIMON;PNEUGAS PNEUS E DERIVADOS DE PETROLEO LTDA; 23.604.994/0001-50;AVENIDA PRESIDENTE MEDICI;4159;;PARQ ALVORADA;65630-790;ETANOL;08/01/2009;1,8;1,5192;R$ / litro;IPIRANGA
NE;MA;TIMON;PNEUGAS PNEUS E DERIVADOS DE PETROLEO LTDA; 23.604.994/0001-50;AVENIDA PRESIDENTE MEDICI;4159;;PARQ ALVORADA;65630-790;DIESEL;08/01/2009;2,08;1,9452;R$ / litro;IPIRANGA
NE;MA;TIMON;GASLUB GASOLINAS E LUBRIFICANTES LTDA; 07.490.618/0002-07;RUA AQUILES LISBOA;47;;CENTRO;65634-065;GASOLINA;08/01/2009;2,62;2,2903;R$ / litro;IPIRANGA
NE;MA;TIMON;GASLUB GASOLINAS E LUBRIFICANTES LTDA; 07.490.618/0002-07;RUA AQUILES LISBOA;47;;CENTRO;65634-065;ETANOL;08/01/2009;1,94;1,5144;R$ / litro;IPIRANGA
NE;MA;TIMON;GASLUB GASOLINAS E LUBRIFICANTES LTDA; 07.490.618/0002-07;RUA AQUILES LISBOA;47;;CENTRO;65634-065;DIESEL;08/01/2009;2,1;1,9623;R$ / litro;IPIRANGA
NE;MA;TIMON;GASLUB GASOLINAS E LUBRIFICANTES LTDA; 07.490.618/0001-26;AVENIDA FRANCISCO CARLOS JANSEN;1291;;PARQUE PIAUI;65631-240;GASOLINA;08/01/2009;2,62;2,2903;R$ / litro;IPIRANGA
NE;MA;TIMON;GASLUB GASOLINAS E LUBRIFICANTES LTDA; 07.490.618/0001-26;AVENIDA FRANCISCO CARLOS JANSEN;1291;;PARQUE PIAUI;65631-240;ETANOL;08/01/2009;1,94;1,5144;R$ / litro;IPIRANGA
NE;MA;TIMON;GASLUB GASOLINAS E LUBRIFICANTES LTDA; 07.490.618/0001-26;AVENIDA FRANCISCO CARLOS JANSEN;1291;;PARQUE PIAUI;65631-240;DIESEL;08/01/2009;2,1;1,967;R$ / litro;IPIRANGA
NE;MA;TIMON;BRASIL PETRÓLEO LTDA.; 02.384.264/0001-11;AVENIDA TERESINA;415;0;PARQUE PIAUI;65630-000;GASOLINA;08/01/2009;2,62;2,2675;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;TIMON;BRASIL PETRÓLEO LTDA.; 02.384.264/0001-11;AVENIDA TERESINA;415;0;PARQUE PIAUI;65630-000;ETANOL;08/01/2009;1,94;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;TIMON;BRASIL PETRÓLEO LTDA.; 02.384.264/0001-11;AVENIDA TERESINA;415;0;PARQUE PIAUI;65630-000;DIESEL;08/01/2009;2,1;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;MA;TIMON;M. A. ARAGÃO DE SOUSA; 07.807.611/0001-95;AVENIDA FRANCISCO CARLOS JANSEN;527;;GUARITA;65630-000;GASOLINA;08/01/2009;2,62;2,277;R$ / litro;IPIRANGA
NE;MA;TIMON;M. A. ARAGÃO DE SOUSA; 07.807.611/0001-95;AVENIDA FRANCISCO CARLOS JANSEN;527;;GUARITA;65630-000;ETANOL;08/01/2009;1,94;;R$ / litro;IPIRANGA
NE;MA;TIMON;M. A. ARAGÃO DE SOUSA; 07.807.611/0001-95;AVENIDA FRANCISCO CARLOS JANSEN;527;;GUARITA;65630-000;DIESEL;08/01/2009;2,1;1,9521;R$ / litro;IPIRANGA
SE;MG;ALFENAS;CENTRAL POSTO LTDA - EPP; 03.454.572/0001-39;AVENIDA AFONSO PENA;687;;CENTRO;37130-000;GASOLINA;07/01/2009;2,521;2,142;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ALFENAS;CENTRAL POSTO LTDA - EPP; 03.454.572/0001-39;AVENIDA AFONSO PENA;687;;CENTRO;37130-000;ETANOL;07/01/2009;1,623;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ALFENAS;CENTRAL POSTO LTDA - EPP; 03.454.572/0001-39;AVENIDA AFONSO PENA;687;;CENTRO;37130-000;DIESEL;07/01/2009;2,094;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ALFENAS;COMÉRCIO DE LUBRIFICANTES E COMBUSTÍVEIS TERRA LTDA.; 07.496.753/0001-89;AVENIDA JOVINO FERNANDES SALLES;211;;JARDIM ELITE;37130-000;GASOLINA;07/01/2009;2,529;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ALFENAS;COMÉRCIO DE LUBRIFICANTES E COMBUSTÍVEIS TERRA LTDA.; 07.496.753/0001-89;AVENIDA JOVINO FERNANDES SALLES;211;;JARDIM ELITE;37130-000;ETANOL;07/01/2009;1,649;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ALFENAS;COMÉRCIO DE LUBRIFICANTES E COMBUSTÍVEIS TERRA LTDA.; 07.496.753/0001-89;AVENIDA JOVINO FERNANDES SALLES;211;;JARDIM ELITE;37130-000;DIESEL;07/01/2009;2,169;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ALFENAS;AUTO POSTO GIGI LTDA - EPP; 07.636.728/0001-53;RUA FRANCISCO MARIANO;773;;CENTRO;37130-000;GASOLINA;07/01/2009;2,359;;R$ / litro;BRANCA
SE;MG;ALFENAS;AUTO POSTO GIGI LTDA - EPP; 07.636.728/0001-53;RUA FRANCISCO MARIANO;773;;CENTRO;37130-000;ETANOL;07/01/2009;1,409;;R$ / litro;BRANCA
SE;MG;ALFENAS;VIOLETA ALFENAS AUTO POSTO LTDA; 06.329.051/0001-48;AVENIDA JOSE PAULINO DA COSTA;444;;CENTRO;37130-001;GASOLINA;07/01/2009;2,32;;R$ / litro;BRANCA
SE;MG;ALFENAS;VIOLETA ALFENAS AUTO POSTO LTDA; 06.329.051/0001-48;AVENIDA JOSE PAULINO DA COSTA;444;;CENTRO;37130-001;ETANOL;07/01/2009;1,32;;R$ / litro;BRANCA
SE;MG;ALFENAS;VIOLETA ALFENAS AUTO POSTO LTDA; 06.329.051/0001-48;AVENIDA JOSE PAULINO DA COSTA;444;;CENTRO;37130-001;DIESEL;07/01/2009;2,02;;R$ / litro;BRANCA
SE;MG;ALFENAS;REVAMAR LOPES LTDA; 02.674.176/0001-54;AVENIDA GOVERNADOR VALADARES;327;;CENTRO;37130-000;GASOLINA;07/01/2009;2,527;2,151;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ALFENAS;REVAMAR LOPES LTDA; 02.674.176/0001-54;AVENIDA GOVERNADOR VALADARES;327;;CENTRO;37130-000;ETANOL;07/01/2009;1,627;1,5963;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ALFENAS;REVAMAR LOPES LTDA; 02.674.176/0001-54;AVENIDA GOVERNADOR VALADARES;327;;CENTRO;37130-000;DIESEL;07/01/2009;2,097;1,827;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ALFENAS;NOSSO POSTO DE ALFENAS LTDA; 19.355.924/0001-39;AVENIDA GOVERNADOR VALADARES;896;;JARDIM SAO CARLOS;37130-000;GASOLINA;07/01/2009;2,399;;R$ / litro;BRANCA
SE;MG;ALFENAS;NOSSO POSTO DE ALFENAS LTDA; 19.355.924/0001-39;AVENIDA GOVERNADOR VALADARES;896;;JARDIM SAO CARLOS;37130-000;ETANOL;07/01/2009;1,399;;R$ / litro;BRANCA
SE;MG;ALFENAS;NOSSO POSTO DE ALFENAS LTDA; 19.355.924/0001-39;AVENIDA GOVERNADOR VALADARES;896;;JARDIM SAO CARLOS;37130-000;DIESEL;07/01/2009;2,019;;R$ / litro;BRANCA
SE;MG;ALFENAS;POSTO SOUZA LTDA.; 16.652.000/0001-06;AVENIDA GOVERNADOR VALADARES;2536;;JARDIM SAO CARLOS;37130-000;GASOLINA;07/01/2009;2,521;2,155;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ALFENAS;POSTO SOUZA LTDA.; 16.652.000/0001-06;AVENIDA GOVERNADOR VALADARES;2536;;JARDIM SAO CARLOS;37130-000;ETANOL;07/01/2009;1,623;1,5963;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ALFENAS;POSTO SOUZA LTDA.; 16.652.000/0001-06;AVENIDA GOVERNADOR VALADARES;2536;;JARDIM SAO CARLOS;37130-000;DIESEL;07/01/2009;2,094;1,837;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;ALFENAS;AUTO POSTO ALFENAS LTDA; 04.529.490/0001-79;RUA CORONEL PEDRO CORREA;150;;CENTRO;37130-001;GASOLINA;07/01/2009;2,49;2,095;R$ / litro;BRANCA
SE;MG;ALFENAS;AUTO POSTO ALFENAS LTDA; 04.529.490/0001-79;RUA CORONEL PEDRO CORREA;150;;CENTRO;37130-001;ETANOL;07/01/2009;1,57;;R$ / litro;BRANCA
SE;MG;ALFENAS;AUTO POSTO ALFENAS LTDA; 04.529.490/0001-79;RUA CORONEL PEDRO CORREA;150;;CENTRO;37130-001;DIESEL;07/01/2009;2,09;;R$ / litro;BRANCA
SE;MG;ALFENAS;AUTO POSTO E TRANSPORTE ALFENENSE LTDA; 03.787.578/0001-28;AVENIDA JOVINO FERNANDES SALLES;560;;JARDIM BOA ESPERANÇA;37130-000;GASOLINA;07/01/2009;2,38;;R$ / litro;BRANCA
SE;MG;ALFENAS;AUTO POSTO E TRANSPORTE ALFENENSE LTDA; 03.787.578/0001-28;AVENIDA JOVINO FERNANDES SALLES;560;;JARDIM BOA ESPERANÇA;37130-000;ETANOL;07/01/2009;1,38;;R$ / litro;BRANCA
SE;MG;ALFENAS;AUTO POSTO E TRANSPORTE ALFENENSE LTDA; 03.787.578/0001-28;AVENIDA JOVINO FERNANDES SALLES;560;;JARDIM BOA ESPERANÇA;37130-000;DIESEL;07/01/2009;2,04;;R$ / litro;BRANCA
SE;MG;ALFENAS;ALFA RVM LTDA; 03.418.121/0001-46;AVENIDA JOSE PAULINO DA COSTA;930;;VILA TEIXEIRA;37132-393;GASOLINA;08/01/2009;2,349;;R$ / litro;BRANCA
SE;MG;ALFENAS;ALFA RVM LTDA; 03.418.121/0001-46;AVENIDA JOSE PAULINO DA COSTA;930;;VILA TEIXEIRA;37132-393;ETANOL;08/01/2009;1,479;;R$ / litro;BRANCA
SE;MG;ALFENAS;ALFA RVM LTDA; 03.418.121/0001-46;AVENIDA JOSE PAULINO DA COSTA;930;;VILA TEIXEIRA;37132-393;DIESEL;08/01/2009;2,059;;R$ / litro;BRANCA
SE;MG;ALFENAS;EDUARDO AFRANIO JUNQUEIRA; 00.730.081/0001-85;RUA JOAO DE SOUZA SOBRINHO;759;;VILA BETANIA;37130-000;GASOLINA;07/01/2009;2,56;;R$ / litro;BRANCA
SE;MG;ALFENAS;EDUARDO AFRANIO JUNQUEIRA; 00.730.081/0001-85;RUA JOAO DE SOUZA SOBRINHO;759;;VILA BETANIA;37130-000;ETANOL;07/01/2009;1,59;;R$ / litro;BRANCA
SE;MG;ALFENAS;EDUARDO AFRANIO JUNQUEIRA; 00.730.081/0001-85;RUA JOAO DE SOUZA SOBRINHO;759;;VILA BETANIA;37130-000;DIESEL;07/01/2009;2,09;;R$ / litro;BRANCA
SE;MG;ALFENAS;AUTO POSTO TAMANDARE LTDA.; 00.461.782/0001-66;RUA TOCANTINS;50;;VILA TEIXEIRA;37130-001;GASOLINA;07/01/2009;2,399;;R$ / litro;IPIRANGA
SE;MG;ALFENAS;AUTO POSTO TAMANDARE LTDA.; 00.461.782/0001-66;RUA TOCANTINS;50;;VILA TEIXEIRA;37130-001;ETANOL;07/01/2009;1,399;;R$ / litro;IPIRANGA
SE;MG;ALFENAS;AUTO POSTO TAMANDARE LTDA.; 00.461.782/0001-66;RUA TOCANTINS;50;;VILA TEIXEIRA;37130-001;DIESEL;07/01/2009;2,049;;R$ / litro;IPIRANGA
SE;MG;BARBACENA;AUTO POSTO GARANHÃO LTDA; 03.396.640/0001-50;RODOVIA BR 265;S/N;KM 06;ZONA RURAL;36200-000;GASOLINA;05/01/2009;2,58;2,1815;R$ / litro;REDE BRASIL
